"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,"Profile visits",Replies,Navigation,"Link clicks","Sticker taps"
18052134263419692,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/31/2025 10:44",https://instagram.com/stories/atu_business/3689006627383781611,"IG story",,Lifetime,228,185,3,0,,0,182,,
18049064915235274,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/30/2025 15:39",https://instagram.com/stories/atu_business/3688430260883658332,"IG story",,Lifetime,323,254,2,0,,0,268,,3
18066041237332808,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/30/2025 09:14",https://instagram.com/stories/atu_business/3688236293827143370,"IG story",,Lifetime,333,250,4,0,1,0,277,,
18097272448549070,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/29/2025 12:23",https://instagram.com/stories/atu_business/3687606951959014953,"IG story",,Lifetime,348,255,5,0,,0,315,,
17990461751684719,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/29/2025 10:10",,"IG story",,Lifetime,539,314,1,0,1,0,399,,
17935220952062799,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Raise your hand if you’ve ever been personally victimized by a printer…",3,"07/29/2025 08:38",,"IG story",,Lifetime,403,255,5,0,1,0,279,,
18062550830248273,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Internship spotlight",15,"07/28/2025 17:10",,"IG story",,Lifetime,261,185,1,3,,0,231,,
18072518474296514,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/24/2025 14:49",,"IG story",,Lifetime,336,264,14,1,2,1,309,,
18304622002221266,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Be a VIP!
APPLY FOR FREE!",0,"07/23/2025 10:48",,"IG story",,Lifetime,211,150,3,3,,0,180,5,
18048808232215389,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,44,"07/22/2025 15:00",https://instagram.com/stories/atu_business/3682614274463876430,"IG story",,Lifetime,192,159,0,0,4,0,149,,
18513138406031843,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,53,"07/22/2025 14:17",https://instagram.com/stories/atu_business/3682590965048622586,"IG story",,Lifetime,187,162,0,0,,0,152,,
17971375376869465,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,46,"07/22/2025 13:00",https://instagram.com/stories/atu_business/3682552081946362550,"IG story",,Lifetime,204,170,3,0,,0,156,,
18403294156116358,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,53,"07/22/2025 09:26",https://instagram.com/stories/atu_business/3682446287270213638,"IG story",,Lifetime,224,187,0,0,2,0,174,,
18036757823670895,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,21,"07/22/2025 09:13",https://instagram.com/stories/atu_business/3682437955444551164,"IG story",,Lifetime,248,196,1,0,3,0,186,,
18038366543651974,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,23,"07/22/2025 07:28",https://instagram.com/stories/atu_business/3682384766980817712,"IG story",,Lifetime,311,228,4,1,,0,215,,
18097672828608427,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/16/2025 08:03",https://instagram.com/stories/atu_business/3678053755921827944,"IG story",,Lifetime,310,218,3,0,,0,262,,
18050052803618875,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,15,"07/15/2025 17:53",https://instagram.com/stories/atu_business/3677625832605808288,"IG story",,Lifetime,347,261,3,4,,0,319,,2
18517337602003790,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Apply for admission
July 23rd Get cool merch!",15,"07/10/2025 14:55",,"IG story",,Lifetime,195,157,2,0,,0,184,,
18046415288542801,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/10/2025 12:43",,"IG story",,Lifetime,213,185,0,0,,0,,,
17915561550115733,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/10/2025 12:43",,"IG story",,Lifetime,238,196,0,0,,0,232,,
18069683159031544,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/10/2025 12:33",,"IG story",,Lifetime,256,211,0,1,,0,235,,
18073314049800491,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/09/2025 19:02",,"IG story",,Lifetime,263,216,0,0,1,0,227,,
17842571892533532,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/09/2025 12:13",,"IG story",,Lifetime,263,220,1,0,1,0,247,,2
17885592597315004,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/09/2025 11:33",,"IG story",,Lifetime,252,214,0,0,,0,,,
17974973555885240,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/09/2025 09:12",,"IG story",,Lifetime,303,220,0,,,,268,,
17846844885492619,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,15,"07/09/2025 09:12",,"IG story",,Lifetime,280,223,0,0,,0,,,
17854817634469759,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,9,"07/09/2025 09:12",,"IG story",,Lifetime,293,230,1,0,,0,286,,2
17850569664500790,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/09/2025 09:11",,"IG story",,Lifetime,302,245,1,0,,0,277,,1
18043712696634352,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/07/2025 09:55",,"IG story",,Lifetime,216,175,1,0,,0,176,,
18070175258050385,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,10,"07/04/2025 06:02",,"IG story",,Lifetime,142,125,4,0,,0,133,,
18075080098935992,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/01/2025 11:24",,"IG story",,Lifetime,550,242,0,0,,0,583,,
18113152480446597,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/01/2025 11:24",,"IG story",,Lifetime,718,251,0,0,,0,820,,
17867495502407418,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/01/2025 11:24",,"IG story",,Lifetime,757,252,0,0,,0,895,,
17962957253936576,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/01/2025 11:24",,"IG story",,Lifetime,690,257,0,0,,1,755,,
18120088831484425,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"07/01/2025 11:24",,"IG story",,Lifetime,,262,0,0,1,0,443,,
18403455040129141,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"06/30/2025 08:58",,"IG story",,Lifetime,195,161,4,0,,0,158,,
17846170623491819,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,15,"06/29/2025 09:31",https://instagram.com/stories/atu_business/3665777219374057553,"IG story",,Lifetime,315,259,9,0,1,0,289,,
18169482979345324,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"06/28/2025 08:54",,"IG story",,Lifetime,209,171,3,,1,,188,,
18009978683769549,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Once again, we met so many great people and had a blast. Goodbye DC!",0,"06/25/2025 14:16",https://instagram.com/stories/atu_business/3663021278166208365,"IG story",,Lifetime,310,255,0,0,,0,,,
18024395762703100,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Last meeting was AARP!",0,"06/25/2025 14:04",https://instagram.com/stories/atu_business/3663020169754059101,"IG story",,Lifetime,315,262,0,0,,0,288,,
17961119450971258,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","White House tour!",0,"06/25/2025 08:53",https://instagram.com/stories/atu_business/3662858648632220879,"IG story",,Lifetime,276,204,0,0,,0,254,,
18010355966774036,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","We get to spend a good chunk of our day at The White House!",0,"06/25/2025 05:37",https://instagram.com/stories/atu_business/3662858021751670862,"IG story",,Lifetime,238,173,0,0,,0,202,,
18057052658205392,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Watching Les Miserables at the Kennedy Center!",0,"06/25/2025 04:30",https://instagram.com/stories/atu_business/3662726229841341239,"IG story",,Lifetime,215,168,0,0,,0,186,,
17966321402913591,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Dinner at Salt!",0,"06/25/2025 04:28",https://instagram.com/stories/atu_business/3662725603639985064,"IG story",,Lifetime,205,171,0,0,,0,184,,
18086233960706585,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Last meeting of the day: Weber Shandwick.",0,"06/25/2025 04:27",https://instagram.com/stories/atu_business/3662724682713625416,"IG story",,Lifetime,216,176,0,,,,191,,
,,,,,,,,,"An error occurred while computing metadata for content with ID 18356047327148495.",Lifetime,220,178,0,0,3,0,182,,2
18304056163171433,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","First meeting: Nestlé!",5,"06/24/2025 05:37",,"IG story",,Lifetime,42,37,0,0,,0,39,,
18068524904318144,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,15,"06/23/2025 16:34",,"IG story",,Lifetime,169,144,0,0,1,0,153,,
18032315435688776,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Dinner time!",0,"06/23/2025 15:06",https://instagram.com/stories/atu_business/3661596985119566354,"IG story",,Lifetime,182,159,0,0,,0,156,,2
17934031143027261,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Also explored Chinatown!",0,"06/23/2025 14:56",https://instagram.com/stories/atu_business/3661596445362977184,"IG story",,Lifetime,183,160,0,0,,0,156,,
17891858202144430,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Saw the Smithsonian Portrait Gallary!",5,"06/23/2025 14:53",https://instagram.com/stories/atu_business/3661590386263011452,"IG story",,Lifetime,,163,2,0,1,0,167,,
18331041874204949,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Next meeting: NBC 4 / Telemundo 44.",5,"06/23/2025 10:13",https://instagram.com/stories/atu_business/3661449267999006869,"IG story",,Lifetime,184,157,0,0,,0,147,,
17886471822182923,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Look at that view. 😍",0,"06/23/2025 09:51",https://instagram.com/stories/atu_business/3661438401270256681,"IG story",,Lifetime,270,217,1,0,1,0,,,
18036357800372294,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","First meeting today is with the U.S. Chamber of Commerce!",0,"06/23/2025 07:26",https://instagram.com/stories/atu_business/3661437387658048251,"IG story",,Lifetime,265,222,1,0,,0,219,,
18067370354167087,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Ready for dinner!",0,"06/22/2025 15:38",https://instagram.com/stories/atu_business/3660888456838579428,"IG story",,Lifetime,394,303,1,0,,0,353,,
17951682326983789,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Watching the game from VIP. It’s neck and neck!",0,"06/22/2025 13:40",https://instagram.com/stories/atu_business/3660829078522956463,"IG story",,Lifetime,430,326,1,0,,0,369,,
18061194419192740,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Just landed in D.C.! We’re getting ready to watch the Washington vs Dallas WNBA game, then have dinner at Supra.",0,"06/22/2025 08:59",https://instagram.com/stories/atu_business/3660710370851568460,"IG story",,Lifetime,467,348,1,0,,1,395,,
18408433441107467,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","We are heading to D.C. from our connection in St. Louis. Our flights got a little delayed but that’s alright.",0,"06/22/2025 06:50",https://instagram.com/stories/atu_business/3660622702869643405,"IG story",,Lifetime,479,352,1,0,1,0,436,,
18046547705198502,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Hey! It’s Nikki back again with another takeover for our NMGZ trip! This time I’m going to Washington D.C. with Dr. Katelynn Hopson. Get ready to spend the next few days with us!",0,"06/22/2025 06:48",https://instagram.com/stories/atu_business/3660621547632457414,"IG story",,Lifetime,508,375,3,1,,1,396,,
17973491975889714,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"06/19/2025 17:37",,"IG story",,Lifetime,205,197,1,0,2,0,229,,
18052142354601995,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"06/19/2025 13:32",,"IG story",,Lifetime,188,176,2,0,1,1,204,,
17854325949416266,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"06/19/2025 07:42",,"IG story",,Lifetime,203,194,0,0,,0,230,,4
18091864663720525,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"06/19/2025 06:45",,"IG story",,Lifetime,208,201,2,0,,0,229,,
18147099409382858,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,15,"06/18/2025 13:08",https://instagram.com/stories/atu_business/3657913573512139127,"IG story",,Lifetime,,210,5,0,4,0,226,,3
18083519413690037,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,15,"06/17/2025 13:27",,"IG story",,Lifetime,152,148,1,0,2,0,163,,
18072446387490903,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"06/16/2025 14:13",https://instagram.com/stories/atu_business/3656496761092367033,"IG story",,Lifetime,226,209,0,0,,0,,,
18160380004365097,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"06/16/2025 14:06",https://instagram.com/stories/atu_business/3656493322291600106,"IG story",,Lifetime,,215,1,0,,0,212,,
18049602830146654,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,9,"06/16/2025 12:42",https://instagram.com/stories/atu_business/3656451011914467976,"IG story",,Lifetime,238,218,2,0,,0,225,,2
18066894386014340,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,10,"06/15/2025 16:05",https://instagram.com/stories/atu_business/3655828611669681701,"IG story",,Lifetime,212,197,3,0,,0,,,
18082070374780569,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,11,"06/15/2025 16:05",https://instagram.com/stories/atu_business/3655828484473075507,"IG story",,Lifetime,217,205,4,0,,0,210,,
18004578248789136,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"06/14/2025 15:46",https://instagram.com/stories/atu_business/3655094053328372088,"IG story",,Lifetime,190,174,4,0,1,0,167,,
17911178754038852,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","@thm.fachschaft.wirtschaft  Morning walks through Gießen 
☀️📍🗺️",29,"06/14/2025 13:20",https://instagram.com/stories/atu_business/3655020985465861097,"IG story",,Lifetime,857,719,7,0,,0,200,,5
18043170395545519,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,6,"06/14/2025 08:47",https://instagram.com/stories/atu_business/3654883313795375871,"IG story",,Lifetime,232,200,5,0,,0,196,,
18283050097301872,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","@hochschulelandshut  @atuenglishwl  @arkansastechglobal  @atucah",0,"06/13/2025 12:36",https://instagram.com/stories/atu_business/3654273899366162371,"IG story",,Lifetime,226,201,1,0,,0,218,,2
18075371938931552,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,6,"06/13/2025 12:30",https://instagram.com/stories/atu_business/3654270631979473608,"IG story",,Lifetime,228,201,2,0,,0,204,,
18063829961158294,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,11,"06/13/2025 12:30",https://instagram.com/stories/atu_business/3654270528732345984,"IG story",,Lifetime,369,334,6,0,,0,222,,
18061151773959137,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,23,"06/13/2025 12:29",https://instagram.com/stories/atu_business/3654270069363741627,"IG story",,Lifetime,344,300,1,0,,0,227,,
18084052966667281,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,15,"06/12/2025 16:48",https://instagram.com/stories/atu_business/3653675550335368215,"IG story",,Lifetime,226,198,8,0,,0,210,,
17973434399894829,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,15,"06/12/2025 14:21",https://instagram.com/stories/atu_business/3653601667259413525,"IG story",,Lifetime,231,200,9,1,,0,204,,
18071178613803455,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Good as Gold 
Ambassador",15,"06/12/2025 09:20",,"IG story",,Lifetime,187,176,2,0,1,0,209,,
17999119544795172,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"06/12/2025 09:04",https://instagram.com/stories/atu_business/3653442418151593997,"IG story",,Lifetime,232,205,3,0,,0,,,
18082548496693799,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"06/12/2025 07:59",,"IG story",,Lifetime,191,182,4,0,1,0,,,
18048977438142188,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",#SOLA2025,0,"06/11/2025 06:34",https://instagram.com/stories/atu_business/3652642070029745686,"IG story",,Lifetime,278,270,3,0,,0,276,,
18280633204266502,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,15,"06/10/2025 11:21",https://instagram.com/stories/atu_business/3652061775480116446,"IG story",,Lifetime,203,189,3,0,,0,200,,
18029297621476929,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"06/10/2025 06:58",https://instagram.com/stories/atu_business/3651929258492062249,"IG story",,Lifetime,204,197,2,0,,0,211,,
18051172229104765,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"06/09/2025 18:10",,"IG story",,Lifetime,202,193,0,0,,0,219,,
18060514708958824,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","The last few days ✈️",0,"06/09/2025 10:01",https://instagram.com/stories/atu_business/3651296383484625732,"IG story",,Lifetime,260,226,5,0,3,0,,,
18074896753903809,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"06/09/2025 09:48",https://instagram.com/stories/atu_business/3651290274019465994,"IG story",,Lifetime,280,235,8,0,,0,236,,
18188233165314262,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"06/08/2025 17:06",https://instagram.com/stories/atu_business/3650785717602587829,"IG story",,Lifetime,,191,3,0,3,0,205,,
18058445744001515,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"06/07/2025 15:15",,"IG story",,Lifetime,145,139,0,0,,0,151,,
18066895051862598,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,15,"06/07/2025 13:40",,"IG story",,Lifetime,127,123,4,0,,0,137,,
17933735547028291,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,15,"06/07/2025 10:51",https://instagram.com/stories/atu_business/3649871985051471120,"IG story",,Lifetime,127,120,1,0,1,0,121,,
18056756729201639,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,15,"06/07/2025 10:48",https://instagram.com/stories/atu_business/3649870739511162968,"IG story",,Lifetime,131,124,1,0,,0,125,,
17911803555111772,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"06/07/2025 10:47",https://instagram.com/stories/atu_business/3649870214795304970,"IG story",,Lifetime,131,126,1,0,,0,132,,
